smiles,BalabanJ,Chi1n,Chi3n,Chi3v,EState_VSA2,EState_VSA6,EState_VSA9,FractionCSP3,HallKierAlpha,MinAbsEStateIndex,NumHDonors,PEOE_VSA14,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,VSA_EState3,VSA_EState8,VSA_EState9,fr_Al_OH_noTert,fr_C_S,fr_benzene,fr_imide,fr_unbrch_alkane,EPS,Nc
*C(=S)OC(=S)c1ccc(*)cc1,2.776706823371711,2.887863785973645,1.0883001428299164,1.490669069892099,0.0,0.0,29.17260983989344,0.0,-0.8,0.0225292894935751,0,75.67206757134018,0.0,0.0,29.82891976554344,0.0,0.0,10.604170897441684,4.736862953800049,0.0,0.5277777777777783,0.0,0.0,0,2,1,0,0,5.52,2.1589
*Oc1ccc(Oc2ccc(*)cc2)s1,2.1084339600840583,3.752671533728536,1.462776295418009,2.2206440827894327,0.0,11.336785877934735,9.843390348640757,0.0,-1.4799999999999998,0.0259819853867471,0,79.52067260966709,0.0,0.0,36.39820241076966,0.0,15.875926903860323,0.0,0.0,0.0,7.2357229465860415,0.0,0.0,0,0,1,0,0,3.82,1.8525
*c1ccc(OC(=S)c2ccc(*)s2)cc1,2.1031673189661504,4.002671533728536,1.571014502978232,2.798795493163381,0.0,11.336785877934735,16.954736396846744,0.0,-1.19,0.279064310909549,0,91.81344121180244,0.0,0.0,41.27534960447096,0.0,5.749511833283905,5.050627660338535,0.0,0.0,2.104490740740741,0.0,0.0,0,1,1,0,0,5.49,2.2131
*OC(=S)Oc1ccc(*)cc1,2.6449316670687724,2.637863785973645,0.8888340731454631,0.9721674064787964,5.236688001925443,0.0,22.06126379168745,0.0,-1.09,0.1554459561602417,0,63.37929896920485,0.0,0.0,24.26546827384644,0.0,5.749511833283905,5.236688001925443,5.106527394840706,0.0,5.228555130385487,0.0,0.0,0,1,1,0,0,4.1,1.8793
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,1.933629767577347,4.810349069553741,2.2249813338643785,5.439241741197621,0.0,10.257209964167211,0.0,0.0769230769230769,-0.8999999999999997,0.3600074553339344,0,107.0980959832369,0.0,6.923737199690624,41.27534960447096,0.0,0.0,0.0,6.923737199690624,0.0,1.6372856192395335,1.3902271493103924,0.0,0,0,0,0,0,4.39,2.0574
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,2.3233777830440703,3.69554132179885,1.6110908387718046,4.097570255919898,0.0,4.877147193701299,12.217873443046695,0.1,-0.51,0.1935649722852103,0,90.95672234277468,0.0,6.923737199690624,34.01976266124904,0.0,0.0,5.36748289551624,6.923737199690624,0.0,1.247087453808684,1.3824735187284791,0.0,0,1,0,0,0,5.34,2.1956
*Cc1ccc(-c2ccc(O*)s2)s1,2.2919551642465743,3.44554132179885,1.4858422857755866,3.5024085001099565,0.0,16.213933071636035,5.106527394840706,0.1111111111111111,-0.8,0.0315279352481732,0,78.66395374063936,0.0,6.923737199690624,29.14261546754774,0.0,5.0632075352882095,0.0,6.923737199690624,0.0,6.539885361552027,1.380576656588561,0.0,0,0,0,0,0,4.19,1.9533
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,1.8980389987950737,5.312784381612837,2.5872188803557865,4.422820688419002,0.0,10.257209964167211,0.0,0.0666666666666666,-1.3799999999999997,0.3481976346298135,0,109.2666528382168,0.0,6.923737199690624,53.40808374139418,0.0,0.0,0.0,6.923737199690624,0.0,1.6226119783695545,1.379188933544543,0.0,0,0,1,0,0,3.91,1.9468
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,2.303615435117306,4.197976633857946,1.9489206170287563,3.174592565104584,0.0,4.877147193701299,12.217873443046695,0.0833333333333333,-0.99,0.1716170372469975,0,93.12527919775457,0.0,6.923737199690624,46.83880109616796,0.0,0.0,5.36748289551624,6.923737199690624,0.0,1.2109044574619974,1.372893019862266,0.0,0,1,1,0,0,4.8,2.0986
*Cc1ccc(-c2ccc(O*)cc2)s1,2.2828348805536858,3.9479766338579454,1.8004855836522864,2.790455271332598,0.0,4.877147193701299,5.106527394840706,0.0909090909090909,-1.28,0.0095800002099604,0,80.83251059561923,0.0,6.923737199690624,41.27534960447096,0.0,5.749511833283905,0.0,6.923737199690624,0.0,5.394826467624087,1.3719259416729654,0.0,0,0,1,0,0,4.05,1.9368
*Cc1ccc(Cc2ccc(*)s2)s1,2.102852645102257,3.698523957753466,1.5930559081068127,3.330479319336695,0.0,20.01150435156981,0.0,0.2,-0.6000000000000001,0.4173149722852103,0,80.29510320390236,0.0,13.344558822616634,38.89690985495034,0.0,0.0,0.0,13.344558822616634,0.0,1.6718559723272026,1.4231938145628622,0.0,0,0,0,0,0,3.65,1.8382
*Cc1ccc(CC(*)=S)s1,2.6495075543905027,2.583716209998575,0.9637066946253404,2.0489247511863904,0.0,4.877147193701299,12.217873443046695,0.2857142857142857,-0.21,0.3099811035525321,0,64.15372956344012,0.0,13.344558822616634,21.88702852432582,0.0,0.0,5.36748289551624,13.344558822616634,0.0,1.348651738473167,1.4104308390022675,0.0,0,1,0,0,0,3.57,1.8463
*Cc1ccc(C(=O)c2ccc(*)s2)s1,2.276791863299917,3.69554132179885,1.5808672106116484,3.315855309782434,5.783244946364939,22.673571755869474,0.0,0.1,-0.9300000000000002,0.2324074074074074,0,84.4520637114131,0.0,6.923737199690624,38.89690985495034,0.0,0.0,5.783244946364939,6.923737199690624,0.0,1.4481059723272027,1.2637493701184177,0.0,0,0,0,0,0,4.69,2.0215
*Cc1ccc(C(=O)C(*)=S)s1,2.8897596494816566,2.580733574043959,0.9781412652037044,2.1031995043870992,5.783244946364939,11.336785877934735,12.217873443046695,0.1428571428571428,-0.5400000000000001,0.0835374149659864,0,68.31069007095087,0.0,6.923737199690624,21.88702852432582,0.0,0.0,11.150727841881178,6.923737199690624,0.0,0.714392479213908,1.250986394557823,0.0,0,1,0,0,0,4.34,1.9676
*Cc1ccc(C(=O)O*)s1,2.799121632357869,2.330733574043959,0.8628359740379143,1.7837700679893775,5.969305287951849,11.336785877934735,5.106527394840706,0.1666666666666666,-0.8300000000000001,0.1021296296296294,0,56.01792146881555,0.0,6.923737199690624,21.88702852432582,0.0,0.0,5.969305287951849,12.03026459453133,0.0,4.835974111866969,1.244278155706727,0.0,0,0,0,0,0,4.17,1.8582
*Cc1ccc(C(=S)c2ccc(*)s2)s1,2.276791863299917,3.69554132179885,1.5808672106116484,4.05155757017795,0.0,5.380062770465915,12.217873443046695,0.1,-0.5100000000000001,0.3365742315444696,0,90.95672234277468,0.0,6.923737199690624,38.89690985495034,0.0,0.0,4.864567318751625,6.923737199690624,0.0,1.581439305660536,1.3563419627110105,0.0,0,1,0,0,0,4.36,2.0063
*Cc1ccc(C(=S)O*)s1,2.799121632357869,2.330733574043959,0.8628359740379143,2.151621198187136,0.0,11.336785877934735,17.324400837887403,0.1666666666666666,-0.4100000000000001,0.0372411186696901,0,62.52258010017711,0.0,6.923737199690624,21.88702852432582,0.0,0.0,5.050627660338535,12.03026459453133,0.0,5.937548185941044,1.3368707482993196,0.0,0,1,0,0,0,4.71,2.0221
*Cc1ccc(Nc2ccc(*)s2)s1,2.102852645102257,3.491417176566918,1.379682747080557,2.948004179584676,0.0,10.257209964167211,0.0,0.1111111111111111,-0.7999999999999998,0.3773149722852104,1,79.43893975095583,0.0,6.923737199690624,29.14261546754774,10.002163953375732,0.0,0.0,6.923737199690624,0.0,7.7125447478374065,1.3831938145628622,0.0,0,0,0,0,0,3.83,1.8772
*Cc1ccc(NC(*)=S)s1,2.6495075543905027,2.3766094288120274,0.8358823667714922,1.7942739392882203,0.0,0.0,12.217873443046695,0.1666666666666666,-0.41,0.1988699924414211,1,63.297566110493584,0.0,6.923737199690624,17.00988133062452,5.001081976687867,0.0,5.491417678502805,6.923737199690624,0.0,4.49837962962963,1.3704308390022677,0.0,0,1,0,0,0,4.42,1.9817
*Cc1ccc(NO*)s1,2.5918163053361463,2.1266094288120274,0.7622437422723688,1.5998445028904986,0.0,0.0,5.20725302477729,0.2,-0.54,0.036832955404384,1,50.95883600783624,0.0,6.923737199690624,17.00988133062452,5.001081976687867,0.0,0.0,12.130990224467917,0.0,6.1878722600151175,1.3637226001511715,0.0,0,0,0,0,0,4.04,1.8806
*Cc1ccc(Oc2ccc(*)s2)s1,2.102852645102257,3.3996654670307818,1.2851549282369312,2.7785614036105204,0.0,16.716848648400653,4.736862953800049,0.1111111111111111,-0.7999999999999998,0.3373149722852103,0,78.98326521795022,0.0,6.923737199690624,29.14261546754774,0.0,10.12641507057642,0.0,6.923737199690624,0.0,3.665785488578148,1.343193814562862,0.0,0,0,0,0,0,3.63,1.8388
*Cc1ccc(OC(*)=S)s1,2.6495075543905027,2.2848577192758905,0.7792540877083631,1.6814594423771938,0.0,11.336785877934735,16.954736396846744,0.1666666666666666,-0.41,0.0877588813303099,0,62.84189157748798,0.0,6.923737199690624,17.00988133062452,0.0,5.0632075352882095,5.553543237103148,6.923737199690624,0.0,1.0000462962962966,1.3304308390022674,0.0,0,1,0,0,0,4.25,1.9478
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,1.914902758589856,5.312784381612837,2.558932263212822,4.685591909927934,0.0,5.380062770465915,0.0,0.0666666666666666,-1.3799999999999994,0.349766876141335,0,109.2666528382168,0.0,6.923737199690624,54.09438803938988,0.0,0.0,0.0,6.923737199690624,0.0,1.6293969577934226,1.3585740903850572,0.0,0,0,1,0,0,4.02,1.9768
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.9054977594361533,5.815219693671934,2.847200846012211,4.030597299406599,0.0,6.06636706846161,0.0,0.0588235294117647,-1.86,0.3251217054668464,0,111.4352096931967,0.0,6.923737199690624,66.2271221763131,0.0,0.0,0.0,6.923737199690624,0.0,0.0,1.3524815530337786,0.0,0,0,2,0,0,3.99,1.9726
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,2.3115864006790567,4.197976633857946,1.945041768120248,3.343920424650212,0.0,0.0,12.217873443046695,0.0833333333333333,-0.99,0.177897665238935,0,93.12527919775457,0.0,6.923737199690624,46.83880109616796,0.0,0.0,5.36748289551624,6.923737199690624,0.0,1.2335447635844463,1.3522781767027798,0.0,0,1,1,0,0,4.61,2.0798
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.8816231251221465,5.815219693671933,2.9283186795064715,3.773950799889377,0.0,5.380062770465915,0.0,0.0588235294117647,-1.86,0.3396601597374435,0,111.4352096931967,0.0,6.923737199690624,66.2271221763131,0.0,0.0,0.0,6.923737199690624,0.0,1.6163161723524972,1.3501103807356585,0.0,0,0,2,0,0,4.21,2.0164
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.8726978379111328,6.31765500573103,3.223736132108101,3.223736132108101,0.0,6.06636706846161,0.0,0.0526315789473684,-2.339999999999999,0.3170488719613207,0,113.60376654817658,0.0,6.923737199690624,78.35985631323634,0.0,0.0,0.0,6.923737199690624,0.0,0.0,1.3450244026851448,0.0,0,0,3,0,0,3.67,1.8915
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.2938665692343942,4.700411945917043,2.290020416179442,2.525722676574958,0.0,0.0,12.217873443046695,0.0714285714285714,-1.4699999999999998,0.1590987461712569,0,95.29383605273443,0.0,6.923737199690624,59.65783953108687,0.0,0.0,5.36748289551624,6.923737199690624,0.0,1.2007467922890005,1.3448943781420333,0.0,0,1,2,0,0,4.45,2.0502
*Cc1ccc(-c2ccc(O*)cc2)cc1,2.275124195489887,4.450411945917043,2.141585382802972,2.141585382802972,0.0,0.0,5.106527394840706,0.0769230769230769,-1.7599999999999998,0.00293829086578,0,83.00106745059912,0.0,6.923737199690624,54.09438803938988,0.0,5.749511833283905,0.0,6.923737199690624,0.0,5.399820317602605,1.344467380896854,0.0,0,0,2,0,0,3.79,1.8665
*Cc1ccc(Cc2ccc(*)s2)cc1,2.105655381485372,4.200959269812563,1.928613509279556,2.725156431245794,0.0,10.94351426216291,0.0,0.1666666666666666,-1.08,0.401647665238935,0,82.46366005888224,0.0,13.344558822616634,52.40225258786495,0.0,0.0,0.0,13.344558822616634,0.0,1.658313282102965,1.3834029090031077,0.0,0,0,1,0,0,3.4,1.8173
*Cc1ccc(Cc2ccc(*)cc2)cc1,2.1088517120273824,4.703394581871659,2.218488763903245,2.218488763903245,0.0,6.06636706846161,0.0,0.1428571428571428,-1.5599999999999996,0.3652098572823681,0,84.63221691386212,0.0,13.344558822616634,65.22129102278387,0.0,0.0,0.0,13.344558822616634,0.0,0.0,1.3741490807372845,0.0,0,0,2,0,0,3.41,1.8203
*Cc1ccc(CC(*)=S)cc1,2.709147824373649,3.0861515220576714,1.299264295798084,1.4436018630954903,0.0,0.0,12.217873443046695,0.2222222222222222,-0.6900000000000001,0.2828413170823884,0,66.32228641841999,0.0,13.344558822616634,35.392371257240434,0.0,0.0,5.36748289551624,13.344558822616634,0.0,1.3204846938775512,1.3736125283446712,0.0,0,1,1,0,0,3.68,1.8601
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,2.268259429656968,4.197976633857946,1.9115481190663577,2.7068733850030475,5.783244946364939,11.336785877934735,0.0,0.0833333333333333,-1.41,0.186105442176871,0,86.620620566393,0.0,6.923737199690624,52.40225258786495,0.0,0.0,5.783244946364939,6.923737199690624,0.0,1.4345632821029648,1.266528381414294,0.0,0,0,1,0,0,4.07,1.9009
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,2.268204423334219,4.700411945917043,2.196546680972012,2.196546680972012,5.783244946364939,0.0,0.0,0.0714285714285714,-1.89,0.1386054421768714,0,88.78917742137288,0.0,6.923737199690624,65.22129102278387,0.0,0.0,5.783244946364939,6.923737199690624,0.0,0.0,1.2572745531484708,0.0,0,0,2,0,0,3.96,1.9018
*Cc1ccc(C(=O)C(*)=S)cc1,2.921307190634043,3.0831688861030555,1.308822173658414,1.494217579607713,5.783244946364939,0.0,12.217873443046695,0.1111111111111111,-1.02,0.0876795162509453,0,70.47924692593077,0.0,6.923737199690624,35.392371257240434,0.0,0.0,11.150727841881178,6.923737199690624,0.0,0.6862254346182919,1.256738000755858,0.0,0,1,1,0,0,4.22,1.9454
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,2.268259429656968,4.197976633857946,1.9115481190663577,3.310426775596321,0.0,5.380062770465915,12.217873443046695,0.0833333333333333,-0.99,0.3209069244981943,0,93.12527919775457,0.0,6.923737199690624,52.40225258786495,0.0,0.0,4.864567318751625,6.923737199690624,0.0,1.567896615436298,1.3345555922986478,0.0,0,1,1,0,0,4.17,1.9663
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,2.268204423334219,4.700411945917043,2.196546680972012,2.6679512017630445,0.0,0.0,12.217873443046695,0.0714285714285714,-1.4699999999999998,0.3061584589452555,0,95.29383605273443,0.0,6.923737199690624,65.22129102278387,0.0,0.0,4.864567318751625,6.923737199690624,0.0,0.0,1.3253017640328246,0.0,0,1,2,0,0,4.09,1.9675
*Cc1ccc(C(=S)O*)cc1,2.843524062030637,2.8331688861030555,1.1896380335841157,1.4253402939796316,0.0,0.0,17.324400837887403,0.125,-0.8900000000000001,0.0643809051398336,0,64.69113695515699,0.0,6.923737199690624,35.392371257240434,0.0,0.0,5.050627660338535,12.03026459453133,0.0,5.891725009448224,1.3212044123204838,0.0,0,1,1,0,0,3.95,1.8934
*Cc1ccc(Nc2ccc(*)s2)cc1,2.105655381485372,3.993852488626015,1.693104757103054,2.4050966897064106,0.0,5.380062770465915,0.0,0.0909090909090909,-1.2799999999999998,0.3616476652389351,1,81.6074966059357,0.0,6.923737199690624,41.96165390246666,10.688468251371429,0.0,0.0,6.923737199690624,0.0,6.33422503569329,1.3556251312253296,0.0,0,0,1,0,0,4.02,1.8937
*Cc1ccc(Nc2ccc(*)cc2)cc1,2.1088517120273824,4.496287800685112,1.960844420576497,1.960844420576497,0.0,6.06636706846161,0.0,0.0769230769230769,-1.7599999999999991,0.3374320795045902,1,83.77605346091558,0.0,6.923737199690624,54.09438803938988,11.374772549367124,0.0,0.0,6.923737199690624,0.0,3.4306122448979592,1.3463713029595064,0.0,0,0,2,0,0,3.94,1.8879
*Cc1ccc(NC(*)=S)cc1,2.709147824373649,2.879044740871124,1.1493043767939892,1.251366449409955,0.0,0.0,12.217873443046695,0.125,-0.89,0.1717302059712774,1,65.46612296547345,0.0,6.923737199690624,29.82891976554344,5.687386274683562,0.0,5.491417678502805,6.923737199690624,0.0,3.219038170823885,1.3458347505668935,0.0,0,1,1,0,0,4.11,1.9161
*Cc1ccc(Oc2ccc(*)s2)cc1,2.105655381485372,3.9021007790898783,1.5887705074028804,2.263304961440972,0.0,11.336785877934735,4.736862953800049,0.0909090909090909,-1.2799999999999998,0.321647665238935,0,81.1518220729301,0.0,6.923737199690624,41.96165390246666,0.0,10.812719368572116,0.0,6.923737199690624,0.0,2.566760938943479,1.327847353447552,0.0,0,0,1,0,0,3.59,1.8289
*Cc1ccc(OC(*)=S)cc1,2.709147824373649,2.787293031334987,1.082869666874312,1.1662030002076451,0.0,0.0,16.954736396846744,0.125,-0.89,0.0606190948601662,0,65.01044843246785,0.0,6.923737199690624,29.82891976554344,0.0,5.749511833283905,5.553543237103148,6.923737199690624,0.0,0.0,1.3180569727891156,0.0,0,1,1,0,0,3.66,1.8273
*CCc1ccc(-c2ccc(*)s2)s1,2.241849543084424,3.741417176566919,1.6225338772783149,3.759890903511283,0.0,10.257209964167211,0.0,0.2,-0.6000000000000001,0.3998714254220207,0,80.29510320390236,0.0,13.344558822616634,29.14261546754774,0.0,0.0,0.0,6.4208216229260096,0.0,1.6562730169228186,1.5018512219702695,0.0,0,0,0,0,0,3.82,1.9248
*CCc1ccc(C(*)=S)s1,2.732617316782816,2.626609428812028,1.008643382185741,2.4182194182335603,0.0,4.877147193701299,12.217873443046695,0.2857142857142857,-0.21,0.257619992441421,0,64.15372956344012,0.0,13.344558822616634,21.88702852432582,0.0,0.0,5.36748289551624,6.4208216229260096,0.0,1.2818461829176115,1.489088246409675,0.0,0,1,0,0,0,4.38,2.0043
*CCc1ccc(O*)s1,2.591816305336146,2.3766094288120274,0.883394829189523,1.8230576624236183,0.0,0.0,5.106527394840706,0.3333333333333333,-0.5,0.095582955404384,0,51.8609609613048,0.0,13.344558822616634,17.00988133062452,0.0,5.0632075352882095,0.0,6.4208216229260096,0.0,6.486066704459561,1.482380007558579,0.0,0,0,0,0,0,3.63,1.7996
*CCc1ccc(-c2ccc(*)s2)cc1,2.231956505158513,4.243852488626016,1.9987603013081987,2.8443924216911056,0.0,5.380062770465915,0.0,0.1666666666666666,-1.08,0.3808349080372889,0,82.46366005888224,0.0,13.344558822616634,41.96165390246666,0.0,0.0,0.0,6.4208216229260096,0.0,1.6374395576131688,1.4796992052994038,0.0,0,0,1,0,0,3.75,1.9106
*CCc1ccc(C(*)=S)cc1,2.780862288870475,3.1290447408711244,1.3604620379811707,1.5961642983766868,0.0,0.0,12.217873443046695,0.2222222222222222,-0.6900000000000001,0.2214278628117914,0,66.32228641841999,0.0,13.344558822616634,35.392371257240434,0.0,0.0,5.36748289551624,6.4208216229260096,0.0,1.2360402494331066,1.4699088246409675,0.0,0,1,1,0,0,3.9,1.9173
*CCc1ccc(O*)cc1,2.664537066654608,2.879044740871124,1.2120270046047006,1.2120270046047006,0.0,0.0,5.106527394840706,0.25,-0.98,0.0593908257747543,0,54.029517816284674,0.0,13.344558822616634,29.82891976554344,0.0,5.749511833283905,0.0,6.4208216229260096,0.0,5.312934382086167,1.4663480253212395,0.0,0,0,1,0,0,3.46,1.7865
*CCCc1ccc(*)s1,2.422977777805392,2.672485283580096,0.950463476075516,1.8067929759762784,0.0,17.180947163857837,0.0,0.4285714285714285,-0.3,0.481369992441421,0,53.49211042456781,0.0,19.765380445542643,17.00988133062452,0.0,0.0,0.0,6.4208216229260096,0.0,1.70661470143613,1.5729355631141346,0.0,0,0,0,0,0,3.2,1.7538
*CCCc1ccc(*)cc1,2.51863794324683,3.1749205956391924,1.2527209364133831,1.2527209364133831,0.0,18.55355575984923,0.0,0.3333333333333333,-0.78,0.4275389739229025,0,55.66066727954769,0.0,19.765380445542643,29.82891976554344,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,1.5512166950113375,0.0,0,0,1,0,0,3.14,1.7489
*CCCC(*)=O,2.8219389370591843,1.557677535825205,0.2788387679126026,0.2788387679126026,0.0,0.0,0.0,0.75,-0.33,0.0598611111111111,0,30.84607815274402,0.0,19.765380445542643,0.0,0.0,0.0,6.286160523129555,4.794537184071822,0.0,0.0,1.4145833333333333,0.0,0,0,0,0,0,3.27,1.6556
*CCCC(*)=S,2.8219389370591843,1.557677535825205,0.2788387679126026,0.482962913144534,0.0,6.923737199690624,12.217873443046695,0.75,0.09,0.4302314814814815,0,37.35073678410558,0.0,19.765380445542643,0.0,0.0,0.0,5.36748289551624,0.0,0.0,1.430601851851852,1.5479166666666666,0.0,0,1,0,0,0,3.29,1.7702
*CCC(=O)c1ccc(*)s1,2.685447835960937,2.6266094288120274,0.9735167573065422,1.8111175179246723,0.0,11.336785877934735,0.0,0.2857142857142857,-0.6300000000000001,0.3080366591080876,0,57.64907093207856,0.0,13.344558822616634,17.00988133062452,0.0,0.0,5.783244946364939,0.0,0.0,1.4828647014361305,1.210667044595616,0.0,0,0,0,0,0,4.12,1.8757
*CCC(=O)c1ccc(*)cc1,2.753742758109602,3.129044740871124,1.2672708608387395,1.2672708608387395,0.0,0.0,0.0,0.2222222222222222,-1.11,0.3004603647014361,0,59.817627787058434,0.0,13.344558822616634,29.82891976554344,0.0,0.0,5.783244946364939,0.0,0.0,0.0,1.1889481764928194,0.0,0,0,1,0,0,3.81,1.8245
*CCC(=O)C(*)=S,3.4904530666021536,1.5118016810571366,0.3408975229313356,0.5685684235620754,5.783244946364939,0.0,12.217873443046695,0.5,-0.24,0.036712962962963,0,41.50769729161632,0.0,13.344558822616634,0.0,0.0,0.0,11.150727841881178,4.794537184071822,0.0,0.7963425925925928,1.185648148148148,0.0,0,1,0,0,0,4.76,1.9627
*CCC(=S)O*,3.002590528674132,1.2618016810571366,0.2041241452319314,0.4082482904638629,0.0,0.0,17.324400837887403,0.6666666666666666,-0.11,0.0830092592592592,0,35.71958732084257,0.0,13.344558822616634,0.0,0.0,0.0,5.050627660338535,5.106527394840706,0.0,5.896296296296296,1.366064814814815,0.0,0,1,0,0,0,3.71,1.8214
*CCNc1ccc(*)s1,2.422977777805392,2.422485283580096,0.770862452925031,1.5251298802098276,0.0,5.380062770465915,0.0,0.3333333333333333,-0.5000000000000001,0.441369992441421,1,52.63594697162127,0.0,6.923737199690624,12.13273413692322,5.001081976687867,0.0,6.544756405912575,0.0,0.0,6.473836923658352,2.6840003779289496,0.0,0,0,0,0,0,3.76,1.8184
*CCNc1ccc(*)cc1,2.51863794324683,2.9249205956391924,1.0473576580250157,1.0473576580250157,0.0,6.06636706846161,0.0,0.25,-0.98,0.3997611961451247,1,54.80450382660114,0.0,6.923737199690624,24.26546827384644,5.687386274683562,0.0,6.544756405912575,0.0,0.0,3.4118055555555555,2.630217072940287,0.0,0,0,1,0,0,3.54,1.7816
*CCNC(*)=S,2.8219389370591843,1.307677535825205,0.1971687836487032,0.3415063509461096,0.0,0.0,12.217873443046695,0.6666666666666666,-0.11,0.3191203703703704,1,36.49457333115903,5.316788604006331,6.923737199690624,0.0,0.0,0.0,12.03617408441538,0.0,0.0,3.2002314814814814,2.619675925925926,0.0,0,1,0,0,0,4.24,1.8641
*CCON*,2.3390923149762908,0.9927992798267444,0.1020620726159657,0.1020620726159657,0.0,0.0,4.8375885837366335,1.0,-0.08,0.2959722222222222,1,24.26518321921723,5.896975471277056,6.923737199690624,0.0,0.0,0.0,6.606881964512918,4.8375885837366335,0.0,0.0,2.335972222222222,0.0,0,0,0,0,0,3.46,1.7034
*CC(=O)c1ccc(-c2ccc(*)s2)s1,2.3118804253974456,3.69554132179885,1.5953017811900123,3.713930068140349,0.0,16.716848648400653,0.0,0.1,-0.9300000000000002,0.2018022224321827,0,84.4520637114131,0.0,6.923737199690624,29.14261546754774,0.0,0.0,5.783244946364939,0.0,0.0,1.5695383230452675,0.8490734441924916,0.0,0,0,0,0,0,4.89,2.0695
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,2.3116410931172133,4.197976633857946,1.8835703639894013,3.058935457619013,0.0,11.336785877934735,0.0,0.0833333333333333,-1.41,0.1884161627614008,0,86.620620566393,0.0,6.923737199690624,41.27534960447096,0.0,0.0,5.783244946364939,0.0,0.0,0.0,0.8372332976400434,0.0,0,0,1,0,0,4.58,2.0173
*CC(=O)c1ccc(C(*)=O)s1,2.9120812188252145,2.580733574043959,0.9814112860974386,2.0044074526648674,5.783244946364939,12.13273413692322,0.0,0.1428571428571428,-0.9600000000000002,0.1572741874527589,0,61.80603143958931,0.0,6.923737199690624,21.88702852432582,0.0,0.0,12.069405469494496,0.0,0.0,0.0,0.7682832577475432,0.0,0,0,0,0,0,4.49,1.9246
*CC(=O)c1ccc(C(*)=S)s1,2.9120812188252145,2.580733574043959,0.9814112860974386,2.3722585828626253,0.0,11.336785877934735,12.217873443046695,0.1428571428571428,-0.5400000000000001,0.1305413832199545,0,68.31069007095087,0.0,6.923737199690624,21.88702852432582,0.0,0.0,11.150727841881178,0.0,0.0,1.1270313681027968,0.8363104686318971,0.0,0,1,0,0,0,4.78,2.0669
*CC(=O)c1ccc(O*)s1,2.7991216323578683,2.330733574043959,0.8561627331012206,1.7770968270526837,0.0,0.0,5.106527394840706,0.1666666666666666,-0.8300000000000001,0.0314956538170823,0,56.01792146881555,0.0,6.923737199690624,17.00988133062452,0.0,5.0632075352882095,5.783244946364939,0.0,0.0,6.158427815570673,0.829602229780801,0.0,0,0,0,0,0,4.43,1.9109
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,2.2889549831233023,4.197976633857946,1.963024848414226,2.808656968797133,0.0,5.380062770465915,0.0,0.0833333333333333,-1.41,0.1853811833375324,0,86.620620566393,0.0,6.923737199690624,41.96165390246666,0.0,0.0,5.783244946364939,0.0,0.0,1.5689917695473252,0.8269214275216257,0.0,0,0,1,0,0,4.71,2.0511
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,2.28940133813224,4.700411945917043,2.258442301015857,2.258442301015857,0.0,0.0,0.0,0.0714285714285714,-1.89,0.1744805949621964,0,88.78917742137288,0.0,6.923737199690624,54.09438803938988,0.0,0.0,5.783244946364939,0.0,0.0,0.0,0.8176675992558025,0.0,0,0,2,0,0,3.96,1.9046
*CC(=O)c1ccc(C(*)=O)cc1,2.9340419411151166,3.0831688861030555,1.324726585087198,1.324726585087198,12.069405469494496,24.26546827384644,0.0,0.1111111111111111,-1.44,0.1506075207860921,0,63.97458829456919,0.0,6.923737199690624,35.392371257240434,0.0,0.0,12.069405469494496,0.0,0.0,0.0,0.7650477135298562,0.0,0,0,1,0,0,4.2,1.8797
*CC(=O)c1ccc(C(*)=S)cc1,2.9340419411151166,3.0831688861030555,1.324726585087198,1.5604288454827142,0.0,0.0,12.217873443046695,0.1111111111111111,-1.02,0.1242765022675735,0,70.47924692593077,0.0,6.923737199690624,35.392371257240434,0.0,0.0,11.150727841881178,0.0,0.0,1.1225670823885112,0.8171310468631896,0.0,0,1,1,0,0,4.71,2.0297
