smiles,BalabanJ,Chi0,Chi1n,Chi1v,Chi4n,EState_VSA1,EState_VSA2,EState_VSA9,FpDensityMorgan1,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,Kappa3,MinAbsEStateIndex,MolLogP,NHOHCount,NOCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumHAcceptors,NumHDonors,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,PEOE_VSA1,PEOE_VSA2,PEOE_VSA8,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState6,VSA_EState8,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_COO,fr_COO2,fr_C_O_noCOO,fr_C_S,fr_alkyl_halide,fr_bicyclic,fr_diazo,fr_ester,fr_ether,fr_imide,fr_ketone,fr_ketone_Topliss,fr_nitrile,fr_nitro,fr_oxazole,fr_para_hydroxylation,fr_piperzine,fr_quatN,fr_thiophene,fr_unbrch_alkane,Eea,Egb,Egc,Ei
*CCCCCNC(=S)N*,2.9549874302986416,8.52709773749546,3.0576775358252046,3.4659258262890678,0.503696079252938,0.0,0.0,12.217873443046695,1.5555555555555556,3.111111111111111,0.8333333333333334,-0.31000000000000005,9,3.2969420957914934,0.2324309492315445,1.0527,2,2,0,0,0,1,2,5,0,0,0.0,0.0,0.0,0.0,17.330310327771453,11.050456081168516,0.0,26.186202068468653,6.544756405912575,0.0,0.0,11.050456081168516,0.0,11.657193290637334,0.0,0.0,19.26246486877803,6.923737199690624,0.8942672640043672,4.9858547755521965,0.0,4.072578420256992,0.0,2.6179682382212146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-99.0,4.3365,4.4944,-99.0
*C=CC1CC(*)C2C(=O)N(CCCCCCCCC)C(=O)C12,1.8244727489848818,16.81962647737941,8.439309949951227,8.439309949951227,3.56861713224491,0.0,23.6501715510258,0.0,1.1428571428571428,2.5238095238095237,0.7777777777777778,-1.12,21,2.9257507239919796,0.017550189892812318,3.7589000000000032,0,3,1,2,0,2,0,9,1,2,0.0,0.0,0.0,9.589074368143644,11.814359458703011,4.899909730850478,17.75371813848418,64.71113180602472,6.544756405912575,12.654955790432378,0.0,0.0,0.0,23.259025595466063,9.589074368143644,17.75371813848418,58.29031018309871,6.4208216229260096,0.4001309797825262,0.0,27.08929336591539,0.0,0.0,5.212790602622594,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-99.0,5.104,5.4434,-99.0
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CC3CCC2C3)cc1Cl,1.9007457551776874,20.92192077295136,8.565296581212086,10.077154473248996,4.977795716757428,0.0,17.63672316739715,56.24714990957082,1.0,1.962962962962963,0.35,-1.13,27,2.742508286762123,0.211763736238324,7.297500000000002,0,3,0,2,2,3,0,4,0,2,0.0,0.0,0.0,14.637927532712578,52.87598042564653,0.0,11.835812092322787,31.09827696110082,0.0,55.48290451220573,11.49902366656781,9.843390348640755,4.794537184071822,6.472220864716464,5.41499046939678,11.835812092322787,36.81018947509803,20.090533254965305,4.410671938476443,26.117850257250808,11.51830976493621,7.413757162610774,7.777884332745444,-0.211763736238324,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,4.6838,4.8308,-99.0
*OC1CCC(OC(=O)OCCCCCOC(*)=O)CC1,1.9547966650469286,15.501789232183626,6.702368677995768,6.702368677995768,1.9704381747454296,6.155365629538759,12.576187252464766,19.31711625624085,1.0,2.263157894736842,0.8461538461538461,-1.3,19,5.9150338474651285,0.0072377798993144005,2.7879000000000014,0,6,0,1,0,6,0,8,0,1,0.0,0.0,0.0,28.906190624384497,12.627586494255223,0.0,0.0,57.15368413597868,13.213763929025836,0.0,0.0,0.0,9.589074368143644,38.049283198777665,19.31711625624085,0.0,44.94575136048208,0.0,14.938546576636512,0.0,22.165330586808743,5.521690633972362,0.0,0.8401835573519449,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,-99.0,6.0614,7.0367,-99.0
*OC1CCC(OC(=O)OCCCCCCOC(*)=O)CC1,1.9225998612999324,16.208896013370172,7.202368677995768,7.202368677995768,2.147214870042066,6.155365629538759,12.576187252464766,19.31711625624085,0.95,2.15,0.8571428571428571,-1.3,20,6.23231691622886,0.005536921131361616,3.1780000000000017,0,6,0,1,0,6,0,9,0,1,0.0,0.0,0.0,28.906190624384497,12.627586494255223,0.0,0.0,63.57450575890469,13.213763929025836,0.0,0.0,0.0,9.589074368143644,38.049283198777665,19.31711625624085,0.0,51.36657298340809,0.0,15.042120585803385,0.0,22.224785939293472,5.531354068177744,0.0,0.9334574550359863,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,-99.0,7.0127,7.1086,-99.0
*Oc1ccc(C(CC)c2ccc(OC(*)=O)cc2)cc1,2.2119533194537735,15.242276208189782,6.151936331859599,6.151936331859599,2.18027938630294,0.0,6.472220864716464,9.843390348640755,1.105263157894737,2.0526315789473686,0.1875,-2.29,19,2.598565029465468,0.04505883289651602,4.119700000000003,0,3,0,0,2,3,0,5,0,0,0.0,0.0,0.0,14.637927532712578,6.472220864716464,0.0,0.0,19.262464868778025,0.0,59.65783953108687,11.49902366656781,9.843390348640755,4.794537184071822,6.472220864716464,0.0,0.0,30.38936785217202,0.0,4.731591537280917,0.0,11.052134029254479,5.44841366979073,16.250729955536954,2.13887325537089,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,4.7325,5.1581,-99.0
*C=Cc1ccc(*)n1CCCCCC,2.5408888215902015,11.096011838247808,5.00324021315445,5.00324021315445,1.412999702861835,0.0,0.0,0.0,1.4615384615384615,3.1538461538461537,0.5,-0.98,13,2.029220523972004,0.34366551713277915,2.763000000000001,0,1,0,0,0,1,0,6,0,0,0.0,0.0,0.0,0.0,12.272863678446956,4.567099647791355,0.0,39.15178009730724,0.0,24.40559781537018,0.0,6.196843571613076,0.0,4.567099647791355,6.544756405912575,0.0,38.300951686243124,0.0,3.3267208924432947,0.0,0.0,0.0,4.648440570672713,5.9184106740722005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-99.0,1.3683,1.5103,-99.0
*c1ccc(*)n1CCC(=O)OC(C)C(=O)OCC,2.4198015213830226,14.41384908344359,5.441684515522069,5.441684515522069,1.1877579839476113,12.073271675700152,5.969305287951849,9.473725907600098,1.4705882352941178,2.7058823529411766,0.5,-1.7799999999999998,17,2.865931239779715,0.14184539730084467,-0.27780000000000027,0,5,0,0,0,5,0,6,0,0,0.0,0.0,0.0,19.06280027574374,24.332297719129848,4.567099647791355,0.0,32.917018815968135,6.606881964512918,12.13273413692322,0.0,12.393687143226153,0.0,29.216558575956274,25.607556681656316,0.0,20.268296022307258,0.0,12.39242751459833,0.0,23.01247144536827,0.0,4.351003607850649,4.243221518290512,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,-99.0,2.05,2.0885,-99.0
*C(C#N)=C(c1ccccc1)c1ccc(*)cc1,2.5956073623565397,12.957819157813608,4.955657605318858,4.955657605318858,1.525286653461895,0.0,0.0,0.0,1.0,2.25,0.0,-2.3299999999999987,16,1.509261877279669,0.10836545729402869,2.693480000000001,0,1,0,0,2,1,0,2,0,0,0.0,0.0,0.0,0.0,11.639471598530879,0.0,0.0,0.0,0.0,71.80022670638238,6.069221312792274,6.06636706846161,0.0,0.0,0.0,11.33111286753076,11.126902983393991,0.0,0.15424233119173603,0.0,0.0,9.249393266565885,22.9096164808516,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-99.0,2.5883,4.0078,-99.0
*CC(*)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.284468965446628,28.905777393935818,7.305710463328265,7.305710463328265,1.7035844108240406,72.80268696500657,6.923737199690624,0.0,0.6060606060606061,1.2727272727272727,0.9230769230769231,-1.7900000000000011,33,4.032828862847471,0.3665343433264574,6.111800000000002,0,2,0,0,0,2,0,11,0,0,0.0,0.0,0.0,88.55887099601865,5.969305287951849,0.0,0.0,67.15023691223244,6.606881964512918,0.0,0.0,0.0,79.02747085814677,66.38186534208057,9.53140013787187,0.0,6.4208216229260096,6.923737199690624,237.4422881730433,0.0,11.26367062074183,0.0,0.0,-2.478040125678425,0,0,0,0,0,1,0,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,5.7714,6.6046,-99.0
*CC(*)(F)C#N,3.6557909262199404,5.914213562373096,1.0161424248478663,1.0161424248478663,0.0,6.1716753955102925,0.0,5.261891554738487,2.6,3.2,0.6666666666666666,-0.5800000000000001,5,0.23474925450361514,0.11597222222222214,0.69268,0,1,0,0,0,1,0,1,0,0,0.0,0.0,0.0,4.39041504767482,0.0,0.0,0.0,13.095412595200916,0.0,0.0,6.069221312792274,0.0,4.39041504767482,6.1716753955102925,0.0,11.33111286753076,0.0,6.923737199690624,12.102083333333333,0.0,0.0,8.071527777777778,1.6979166666666665,0.6284722222222223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-99.0,7.0615,7.7512,-99.0
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,4.868615516376042,15.69867061274927,3.665888098282131,3.665888098282131,0.5324989985879888,36.769219501607694,6.923737199690624,0.0,1.1176470588235294,1.9411764705882353,0.8571428571428571,-1.0900000000000005,17,2.44048711802163,0.15965431311413436,2.5452000000000004,0,2,0,0,0,2,0,5,0,0,0.0,0.0,0.0,44.65472051927044,5.969305287951849,0.0,0.0,31.116769448833544,6.606881964512918,0.0,0.0,0.0,35.123320381398564,36.769219501607694,9.53140013787187,0.0,0.0,6.923737199690624,100.50263707797934,0.0,10.964933390022676,0.0,0.0,-2.6634506094104307,0,0,0,0,0,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,6.2862,6.7366,-99.0
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,1.5731166480786356,17.93251065250177,8.035468820183674,8.035468820183674,2.8689453417432005,0.0,0.0,0.0,0.2916666666666667,0.6666666666666666,0.0,-3.1199999999999983,24,2.5262400990032714,0.29719033786140614,5.036800000000004,0,0,0,0,4,0,0,3,0,0,0.0,0.0,0.0,0.0,12.13273413692322,0.0,0.0,0.0,0.0,97.06187309538579,33.380708950181976,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0.0,0.5943806757228124,0.0,0.0,0.0,39.0122001082478,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,2.5835,-99.0,-99.0
*Oc1ccc(Oc2ccc(*)cc2)cc1,2.1088517120273824,11.380468888623982,4.255106845787632,4.255106845787632,1.0834120738898134,0.0,0.0,9.843390348640755,0.7857142857142857,1.8571428571428572,0.0,-1.9599999999999995,14,1.4197165567094225,0.03423066732049418,2.4966,0,2,0,0,2,2,0,3,0,0,0.0,0.0,0.0,9.843390348640755,6.06636706846161,0.0,0.0,0.0,0.0,48.53093654769288,17.248535499851716,15.909757417102366,0.0,0.0,0.0,0.0,0.0,0.0,5.984359561394193,0.0,0.0,5.337821493381559,17.63653020750694,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,3.6966,-99.0,-99.0
*Cc1ccc(-c2ccc(O*)cc2)cc1,2.275124195489887,11.380468888623982,4.450411945917043,4.450411945917043,1.3445817597501255,0.0,0.0,5.106527394840706,0.9285714285714286,2.0,0.07692307692307693,-1.7599999999999998,14,1.269744199881023,0.0029382908657800133,3.2460000000000013,0,1,0,0,2,1,0,3,0,0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,6.923737199690624,0.0,54.09438803938988,16.876414816677897,5.106527394840706,0.0,0.0,6.923737199690624,0.0,5.563451491696996,0.0,0.4775944926486053,0.0,0.0,5.399820317602605,17.36128653313177,1.3444673808968541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,3.7323,-99.0,-99.0
*CC(=S)CC(*)=S,3.3954996118673995,6.568914100752346,1.4689084622436843,2.2854050431714104,0.08049381885742235,0.0,0.0,24.43574688609339,1.8333333333333333,2.6666666666666665,0.5,0.18,6,1.106760297860307,0.3131481481481482,1.5907,0,0,0,0,0,2,0,3,0,0,0.0,0.0,0.0,0.0,34.667797100361256,0.0,0.0,13.344558822616634,0.0,0.0,0.0,0.0,0.0,10.232050214267865,0.0,0.0,6.4208216229260096,6.923737199690624,0.8154166666666667,10.035925925925927,1.240740740740741,1.2870833333333336,0.0,1.2655092592592592,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,2.5638,-99.0,-99.0
*CC(=S)C(=O)C(*)=S,4.053443249785434,7.439157588755425,1.4659258262890684,2.282422407216794,0.05691772515768495,0.0,5.783244946364939,24.43574688609339,1.8571428571428572,2.5714285714285716,0.25,-0.15,7,0.8937269705480686,0.023148148148148584,0.7697,0,1,0,0,0,3,0,3,0,0,0.0,0.0,0.0,4.794537184071822,40.451042046726194,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,16.015295160632803,4.794537184071822,0.0,0.0,6.923737199690624,0.17148148148148146,9.58222222222222,11.500416666666666,0.6528240740740743,0.0,0.9032407407407408,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-99.0,0.725,-99.0,-99.0
*CC(=S)NC(*)=S,3.3954996118673995,6.568914100752346,1.2618016810571369,2.0782982619848624,0.05691772515768495,0.0,0.0,24.43574688609339,2.0,2.8333333333333335,0.3333333333333333,-0.020000000000000018,6,0.9883556112347739,0.20203703703703701,0.7052,1,1,0,0,0,2,1,1,0,0,0.0,0.0,0.0,0.0,34.91566666633439,5.316788604006331,0.0,6.923737199690624,0.0,0.0,0.0,5.316788604006331,0.0,10.479919780240996,0.0,0.0,0.0,6.923737199690624,0.6418055555555555,9.813703703703702,0.9907407407407408,3.028935185185185,0.0,1.1543981481481482,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,1.7598,-99.0,-99.0
*CC(=S)OC(*)=S,3.3954996118673995,6.568914100752346,1.170049971521,1.9865465524487258,0.046473127985433786,0.0,0.0,29.17260983989344,2.0,2.8333333333333335,0.3333333333333333,-0.020000000000000018,6,0.9883556112347739,0.09092592592592585,1.1321999999999999,0,1,0,0,0,3,0,1,0,0,0.0,0.0,0.0,4.736862953800049,35.039917783535074,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,10.604170897441684,4.736862953800049,0.0,0.0,6.923737199690624,5.504074074074074,9.59148148148148,0.0,0.7407407407407408,0.0,1.043287037037037,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,2.7744,-99.0,-99.0
*CNc1ccc(C(*)=O)cc1,2.780862288870475,8.974691494688164,2.879044740871124,2.879044740871124,0.6561203794493884,0.0,0.0,0.0,1.6,2.8,0.125,-1.31,10,0.879842149583164,0.16935067082388522,1.2948,1,2,0,0,1,2,1,3,0,0,0.0,0.0,0.0,4.794537184071822,11.973546797813118,0.0,0.0,0.0,12.36446058668352,29.828919765543436,0.0,5.316788604006331,5.687386274683562,13.333832505806745,0.0,0.0,10.357988675768818,0.0,0.2636642573696144,0.0,11.017589049508693,3.293868102796674,7.841666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,3.1969,-99.0,-99.0
*C(=O)C(=S)OC(*)=S,3.7884276005434145,7.439157588755425,1.2706207261596578,2.0871173070873836,0.05867701210266098,0.0,11.33678818346809,4.736862953800049,1.7142857142857142,2.4285714285714284,0.0,-0.3500000000000001,7,1.2862082959545476,0.020740740740740726,0.24049999999999994,0,2,0,0,0,4,0,1,0,0,0.0,0.0,0.0,9.53140013787187,41.32607830666463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.89033142057124,9.53140013787187,0.0,0.0,0.0,4.385138888888889,9.26537037037037,10.492268518518518,0.10648148148148184,0.0,0.0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-99.0,1.4146,-99.0,-99.0
*Nc1ccc(-c2ccc(O*)cc2)cc1,2.275124195489887,11.380468888623982,4.346858555323769,4.346858555323769,1.3100639628857007,0.0,0.0,5.106527394840706,0.9285714285714286,2.0,0.0,-1.96,14,1.210009037260412,0.011202753675697563,3.0729000000000015,1,2,0,0,2,2,1,3,0,0,0.0,0.0,0.0,5.106527394840706,5.687386274683562,0.0,0.0,0.0,5.733667477162185,48.53093654769288,16.876414816677897,10.84019487200289,5.687386274683562,0.0,0.0,0.0,0.0,0.0,0.21933002983868755,0.0,0.0,5.389820317602605,16.941997984378936,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,3.4585,-99.0,-99.0
*Nc1ccc(NO*)cc1,2.6645370666546078,8.104448006685086,2.52549135027785,2.52549135027785,0.5382692492516303,0.0,0.0,5.20725302477729,1.3333333333333333,2.5555555555555554,0.0,-1.2200000000000002,9,0.8158062946446436,0.005931831065759674,1.3705999999999998,2,3,0,0,1,3,2,3,0,0,0.0,0.0,0.0,5.20725302477729,11.374772549367124,0.0,0.0,0.0,11.213764075283386,24.26546827384644,0.0,11.213764075283386,11.374772549367124,0.0,5.20725302477729,0.0,0.0,0.0,0.2518008314436885,0.0,0.0,4.996600292894936,8.167314814814816,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,3.6275,-99.0,-99.0
*NC(=O)Nc1ccc(*)cc1,2.6449316670687724,8.974691494688164,2.7754913502778504,2.7754913502778504,0.6013222162552355,0.0,6.031114512338072,0.0,1.5,2.8,0.0,-1.5099999999999998,10,0.9316496277149803,0.051279289493575186,0.44699999999999995,2,3,0,0,1,1,2,1,0,0,0.0,0.0,0.0,4.794537184071822,17.784867855483245,5.733667477162185,0.0,0.0,5.316788604006331,24.26546827384644,0.0,17.116823149630125,10.481923458755384,6.031114512338072,0.0,0.0,0.0,0.0,0.23570554610733185,0.0,10.922037981859411,2.759027777777778,9.45408068783069,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,3.4515,-99.0,-99.0
*NC(=S)c1ccc(C(*)=S)s1,2.9120812188252145,9.137828201504695,2.4771801834506855,4.110173345306138,0.5147681041774488,0.0,0.0,24.43574688609339,1.6,2.8,0.0,-0.32000000000000006,10,0.9821106062203963,0.16769085411942564,1.7023000000000001,1,1,0,0,0,3,1,2,0,0,0.0,0.0,0.0,0.0,46.12851776128256,5.733667477162185,0.0,0.0,0.0,21.88702852432582,0.0,5.733667477162185,0.0,10.355984997254431,0.0,0.0,9.754294387402599,0.0,0.3458512849584279,12.063462773998488,3.3587962962962967,1.1918461829176117,4.1708796296296295,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-99.0,1.6122,-99.0,-99.0
*NC(=S)C(=O)C(*)=S,4.053443249785434,7.439157588755425,1.3623724356957947,2.1788690166235205,0.04634885148732478,0.0,5.783244946364939,24.43574688609339,1.8571428571428572,2.5714285714285716,0.0,-0.3500000000000001,7,0.8083129748449625,0.0018518518518519933,-0.18649999999999994,1,2,0,0,0,3,1,2,0,0,0.0,0.0,0.0,4.794537184071822,40.57497682971276,5.733667477162185,0.0,0.0,0.0,0.0,0.0,5.733667477162185,0.0,16.13922994361937,4.794537184071822,0.0,0.0,0.0,-0.11851851851851847,9.431111111111111,11.187916666666666,0.5903240740740743,0.0,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-99.0,1.5026,-99.0,-99.0
*NOc1ccc(O*)cc1,2.664537066654608,8.104448006685086,2.433739640741713,2.433739640741713,0.5076853460729182,0.0,0.0,9.94411597857734,1.3333333333333333,2.5555555555555554,0.0,-1.2199999999999998,9,0.8158062946446439,0.0029494992441421175,0.8774,1,3,0,0,1,3,1,3,0,0,0.0,0.0,0.0,9.94411597857734,0.0,5.896975471277056,0.0,0.0,0.0,24.26546827384644,11.49902366656781,15.841091449854394,0.0,0.0,0.0,0.0,0.0,0.0,0.12028155706727128,0.0,5.131298185941043,5.236970663265306,7.677870370370371,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,4.5587,-99.0,-99.0
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,1.521263552927683,20.63961743368831,8.329456686788166,9.145953267715893,2.5423234299522557,0.0,0.0,24.43574688609339,0.6666666666666666,1.5555555555555556,0.047619047619047616,-2.9599999999999986,27,5.027790604128481,0.050163000741914376,4.011600000000002,4,4,0,0,3,2,4,5,0,0,0.0,0.0,0.0,0.0,57.78914654805521,5.733667477162185,0.0,6.4208216229260096,15.950365812018994,83.92330780493333,0.0,27.750400357642786,17.062158824050687,10.224873769449516,6.4208216229260096,0.0,11.126902983393991,0.0,0.33852136036489255,10.595129350077542,0.0,10.841768982429013,26.818646520746334,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.0,3.6012,-99.0,-99.0
*CCCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,2.1970589104415996,16.916002794556718,7.083168886103055,7.899665467030781,1.800526875339856,0.0,0.0,24.43574688609339,0.9047619047619048,2.0952380952380953,0.4666666666666667,-1.4,21,6.728386893509767,0.08100311352954781,3.641800000000001,4,4,0,0,1,2,4,9,0,0,0.0,0.0,0.0,0.0,46.03539320491004,11.050456081168516,0.0,39.02784531432067,17.178333613925236,24.26546827384644,0.0,21.68403328918118,11.374772549367124,16.769630175362092,0.0,0.0,32.10410811463005,6.923737199690624,0.7070143844279054,10.454658858692486,0.0,11.035047470629612,7.982799238369085,2.493261383095332,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-99.0,3.5538,-99.0,-99.0
*C(=O)NC(=O)c1ccc(*)cc1,2.776706823371711,9.844934982691242,2.979615495509782,2.979615495509782,0.6567868843876585,0.0,12.317275035467627,0.0,1.3636363636363635,2.5454545454545454,0.0,-1.6399999999999997,11,1.2634379277981358,0.076435185185185,0.26030000000000014,1,3,0,0,1,2,1,1,0,0,0.0,0.0,0.0,9.589074368143644,18.383642103929237,5.316788604006331,0.0,0.0,0.0,29.828919765543436,0.0,11.383155672467941,4.794537184071822,12.317275035467627,0.0,0.0,10.357988675768818,0.0,-0.21174792139077825,0.0,21.980789871504157,2.3321863189720333,8.825021730914589,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-99.0,3.4047,-99.0,-99.0
*OCCCCONC(*)=O,2.8497612822334424,8.52709773749546,2.735598559653489,2.735598559653489,0.3567867477380571,0.0,6.410095306116121,9.94411597857734,1.6666666666666667,3.111111111111111,0.8,-0.6100000000000001,9,3.931271989174561,0.09266190581170752,0.438,1,4,0,0,0,3,1,6,0,0,0.0,0.0,0.0,14.738653162649161,6.410095306116121,5.480096598121202,0.0,12.841643245852019,13.213763929025836,0.0,0.0,5.480096598121202,4.794537184071822,19.623859235141957,9.94411597857734,0.0,12.841643245852019,0.0,-0.12740247333501298,0.0,15.262366386369363,5.088930539808516,0.0,1.4786125283446714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99.0,5.6793,-99.0,6.4266
*C(C#N)C(*)(C#N)C#N,4.617017482260161,8.198670612749268,1.7481706624395628,1.7481706624395628,0.15409944487358057,5.917906046161393,6.4208216229260096,15.78567466421546,1.5,2.125,0.4,-1.53,8,0.34612547580110453,0.1777777777777778,0.6029399999999999,0,3,0,0,0,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.338727669087403,0.0,0.0,18.20766393837682,0.0,0.0,0.0,0.0,33.993338602592274,0.0,12.338727669087403,-0.5293981481481482,0.0,0.0,25.61428240740741,5.973564814814814,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-99.0,5.8992,-99.0,-99.0
*CC(*)(C#N)C#N,4.107551328055889,6.621320343559643,1.3007669860932316,1.3007669860932316,0.024999999999999998,5.917906046161393,0.0,10.523783109476973,1.8333333333333333,2.3333333333333335,0.5,-1.02,6,0.1834597772627057,0.07638888888888884,0.7091599999999999,0,2,0,0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852017,0.0,0.0,12.138442625584547,0.0,0.0,0.0,0.0,22.66222573506152,0.0,12.841643245852017,0.18333333333333335,0.0,0.0,16.830555555555556,4.180555555555555,0.9583333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-99.0,6.9314,-99.0,-99.0
*CC(C#N)(C#N)C(C#N)C(*)(C#N)C#N,5.810059991274098,12.819990956308912,3.3376127831276077,3.3376127831276077,0.7293415209928781,17.250802561719567,0.0,26.309457773692433,1.0714285714285714,1.7857142857142858,0.4444444444444444,-2.5500000000000003,14,0.9644814376735359,0.2574149659863947,0.8825,0,5,0,0,0,5,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.332896515558172,12.841643245852017,0.0,0.0,30.346106563961367,0.0,0.0,0.0,0.0,67.98846085321198,0.0,12.841643245852017,-1.0424381141345427,0.0,0.0,45.1360723733938,9.245324074074073,0.3844212962962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-99.0,6.2447,-99.0,-99.0
*CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(*)(C#N)C#N,6.972936426352863,19.018661569058178,5.374458580161984,5.374458580161984,1.7527719205932322,28.583699077277736,6.923737199690624,0.0,0.7272727272727273,1.4090909090909092,0.42857142857142855,-4.080000000000001,22,1.756310163353629,0.08718065003779274,1.05584,0,8,0,0,0,8,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.665793031116344,12.841643245852017,0.0,0.0,48.55377050233819,0.0,0.0,0.0,0.0,113.31469597136243,0.0,12.841643245852017,-1.7075322814310911,0.0,0.0,75.63004409171076,13.427497637944064,0.08718065003779274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,-99.0,6.2667,-99.0,-99.0
