SMILES descriptor 1,SMILES descriptor 2,Anion Smiles,log Li:functional group,Comonomer percentage,approxMW(kDa),approxTg,chain architecture,Comonomer 1 CIC1,Comonomer 1 JGI8,Comonomer 1 MQNs_16,Comonomer 1 NumAromaticRings,Comonomer 1 PubchemFP145,Comonomer 1 PubchemFP15,Comonomer 1 PubchemFP178,Comonomer 1 PubchemFP299,Comonomer 1 PubchemFP33,Comonomer 1 PubchemFP340,Comonomer 1 PubchemFP367,Comonomer 1 PubchemFP370,Comonomer 1 PubchemFP375,Comonomer 1 PubchemFP434,Comonomer 1 PubchemFP528,Comonomer 1 PubchemFP582,Comonomer 1 PubchemFP613,Comonomer 1 PubchemFP643,Comonomer 1 PubchemFP680,Comonomer 1 PubchemFP693,Comonomer 1 PubchemFP696,Comonomer 1 RDF120u,Comonomer 1 RDF130m,Comonomer 1 RDF65u,Comonomer 1 RDF95m,Comonomer 1 RDF95u,Comonomer 1 SMR_VSA10,Comonomer 1 SMR_VSA7,Comonomer 1 SlogP_VSA12,Comonomer 1 SlogP_VSA6,Comonomer 1 fr_aryl_methyl,Comonomer 1 qed,Comonomer 2 AVP-0,Comonomer 2 GATS3m,Comonomer 2 GATS5v,Comonomer 2 MATS3s,Comonomer 2 MATS4c,Comonomer 2 MQNs_16,Comonomer 2 MQNs_5,Comonomer 2 NumAromaticCarbocycles,Comonomer 2 NumAromaticRings,Comonomer 2 PubchemFP12,Comonomer 2 PubchemFP13,Comonomer 2 PubchemFP148,Comonomer 2 PubchemFP15,Comonomer 2 PubchemFP178,Comonomer 2 PubchemFP299,Comonomer 2 PubchemFP3,Comonomer 2 PubchemFP33,Comonomer 2 PubchemFP370,Comonomer 2 PubchemFP375,Comonomer 2 PubchemFP376,Comonomer 2 PubchemFP439,Comonomer 2 PubchemFP528,Comonomer 2 PubchemFP586,Comonomer 2 PubchemFP613,Comonomer 2 PubchemFP614,Comonomer 2 PubchemFP656,Comonomer 2 PubchemFP680,Comonomer 2 PubchemFP688,Comonomer 2 PubchemFP696,Comonomer 2 RDF100m,Comonomer 2 SMR_VSA7,Comonomer 2 SlogP_VSA10,Comonomer 2 SlogP_VSA12,Comonomer 2 SlogP_VSA6,Comonomer 2 TDB10s,Comonomer 2 VSA_EState10,Comonomer 2 fr_aryl_methyl,drying vacuum,logCond60
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.301029996,100.0,90.6,0.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-5.501689446
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0,100.0,90.6,-5.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-4.567030709
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.301029996,100.0,90.6,-20.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-3.617982957
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.602059991,100.0,90.6,-25.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-3.269217724
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-1.0,100.0,90.6,-10.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-6.302770657
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-0.522878745,100.0,90.6,0.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-5.100179498
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-0.397940009,100.0,90.6,-5.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-4.954677021
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],-0.15490196,100.0,90.6,-5.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-4.924453039
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],0.0,100.0,90.6,-5.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-5.804100348
*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,*CCC[Si](*)(CCC1COC(=O)O1)CCC1COC(=O)O1,C(F)(F)(F)S(=O)(=O)[O-],0.301029996,100.0,90.6,-5.0,S_1,2.877675788,0.004115226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952165113,0.01741154,12.0312403,3.754594922,5.579639073,20.38460356,0.0,0.0,0.0,0,0.531682848,0.652696887,1.261129729,0.95339452,0.010478455,-0.045259148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.800547161,0.0,9.589074368,0.0,0.0,65.57946493,0.0,0,2,-6.013676223
*CCCCCC(=O)O*,*CCCOC(=O)O*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-1.003780645,80.0,257.0,-50.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.633121665,0.784755622,1.479211664,-0.006894685,-0.200129431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.982966661
*CCCCCC(=O)O*,*CCCOC(=O)O*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.811895119,80.0,257.0,-40.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.633121665,0.784755622,1.479211664,-0.006894685,-0.200129431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.55129368
*CCCCCC(=O)O*,*CCCOC(=O)O*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.651598127,80.0,257.0,-36.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.633121665,0.784755622,1.479211664,-0.006894685,-0.200129431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-3.488116639
*CCCCCC(=O)O*,*CCCOC(=O)O*,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-0.506456005,80.0,257.0,-38.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.633121665,0.784755622,1.479211664,-0.006894685,-0.200129431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.794537184,0.0,0.0,0.0,0.0,0,2,-4.022276395
*OCCOC(=O)CC(*)=O,*OCCOC(=O)CC(*)=O,C(F)(F)(F)S(=O)(=O)[O-],-1.477121255,100.0,2.26,-13.25,S_1,1.882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.936670419,1.02e-63,1.44e-61,11.93861058,0.0,0.0,0.0,0,0.382822684,0.593344438,1.311055616,0.744234684,-0.424632274,0.476949881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17e-126,0.0,0.0,0.0,0.0,0.0,0.0,0,3,-4.799718968
*OCCOC(=O)CC(*)=O,*OCCOC(=O)CC(*)=O,C(F)(F)(F)S(=O)(=O)[O-],-1.204119983,100.0,2.26,-8.59,S_1,1.882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.936670419,1.02e-63,1.44e-61,11.93861058,0.0,0.0,0.0,0,0.382822684,0.593344438,1.311055616,0.744234684,-0.424632274,0.476949881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17e-126,0.0,0.0,0.0,0.0,0.0,0.0,0,3,-4.63172428
*OCCOC(=O)CC(*)=O,*OCCOC(=O)CC(*)=O,C(F)(F)(F)S(=O)(=O)[O-],-0.903089987,100.0,2.26,-5.889,S_1,1.882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.936670419,1.02e-63,1.44e-61,11.93861058,0.0,0.0,0.0,0,0.382822684,0.593344438,1.311055616,0.744234684,-0.424632274,0.476949881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17e-126,0.0,0.0,0.0,0.0,0.0,0.0,0,3,-4.788887845
*OCCOC(=O)CC(*)=O,*OCCOC(=O)CC(*)=O,C(F)(F)(F)S(=O)(=O)[O-],-0.602059991,100.0,2.26,-3.531,S_1,1.882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.936670419,1.02e-63,1.44e-61,11.93861058,0.0,0.0,0.0,0,0.382822684,0.593344438,1.311055616,0.744234684,-0.424632274,0.476949881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17e-126,0.0,0.0,0.0,0.0,0.0,0.0,0,3,-4.976589913
*OCCOC(=O)CC(*)=O,*OCCOC(=O)CC(*)=O,C(F)(F)(F)S(=O)(=O)[O-],-0.301029996,100.0,2.26,16.11,S_1,1.882352941,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.936670419,1.02e-63,1.44e-61,11.93861058,0.0,0.0,0.0,0,0.382822684,0.593344438,1.311055616,0.744234684,-0.424632274,0.476949881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17e-126,0.0,0.0,0.0,0.0,0.0,0.0,0,3,-5.572467833
*OCCOC(=O)CCCCC(*)=O,*OCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-2.080482205,100.0,10.0,-41.0,S_1,2.51165265,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.686958202,4.68e-50,2.315694929,2.445241141,1.872328284,11.93861058,0.0,0.0,0.0,0,0.458561949,0.621785024,1.013430359,0.922225373,-0.1041454,-0.026550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.168797499,0.0,0.0,0.0,0.0,22.04923553,0.0,0,2,-5.047609011
*OCCOC(=O)CCCCC(*)=O,*OCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-1.59449749,100.0,10.0,-38.0,S_1,2.51165265,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.686958202,4.68e-50,2.315694929,2.445241141,1.872328284,11.93861058,0.0,0.0,0.0,0,0.458561949,0.621785024,1.013430359,0.922225373,-0.1041454,-0.026550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.168797499,0.0,0.0,0.0,0.0,22.04923553,0.0,0,2,-4.117827621
*OCCOC(=O)CCCCC(*)=O,*OCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-1.363600612,100.0,10.0,-33.0,S_1,2.51165265,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.686958202,4.68e-50,2.315694929,2.445241141,1.872328284,11.93861058,0.0,0.0,0.0,0,0.458561949,0.621785024,1.013430359,0.922225373,-0.1041454,-0.026550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.168797499,0.0,0.0,0.0,0.0,22.04923553,0.0,0,2,-3.705147886
*OCCOC(=O)CCCCC(*)=O,*OCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-1.03908952,100.0,10.0,-28.0,S_1,2.51165265,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.686958202,4.68e-50,2.315694929,2.445241141,1.872328284,11.93861058,0.0,0.0,0.0,0,0.458561949,0.621785024,1.013430359,0.922225373,-0.1041454,-0.026550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.168797499,0.0,0.0,0.0,0.0,22.04923553,0.0,0,2,-3.560201203
*OCCOC(=O)CCCCC(*)=O,*OCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-0.838174677,100.0,10.0,-18.0,S_1,2.51165265,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.686958202,4.68e-50,2.315694929,2.445241141,1.872328284,11.93861058,0.0,0.0,0.0,0,0.458561949,0.621785024,1.013430359,0.922225373,-0.1041454,-0.026550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.168797499,0.0,0.0,0.0,0.0,22.04923553,0.0,0,2,-3.599487034
*OCCOC(=O)CCCCC(*)=O,*OCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-0.686907002,100.0,10.0,-7.0,S_1,2.51165265,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.686958202,4.68e-50,2.315694929,2.445241141,1.872328284,11.93861058,0.0,0.0,0.0,0,0.458561949,0.621785024,1.013430359,0.922225373,-0.1041454,-0.026550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.168797499,0.0,0.0,0.0,0.0,22.04923553,0.0,0,2,-3.821328683
*OCCOC(=O)CCCCC(*)=O,*OCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-0.452823796,100.0,10.0,-8.0,S_1,2.51165265,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.686958202,4.68e-50,2.315694929,2.445241141,1.872328284,11.93861058,0.0,0.0,0.0,0,0.458561949,0.621785024,1.013430359,0.922225373,-0.1041454,-0.026550387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.168797499,0.0,0.0,0.0,0.0,22.04923553,0.0,0,2,-4.451206782
*OCCCCOC(=O)CCCCC(*)=O,*OCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-1.529647138,100.0,12.0,-49.0,S_1,2.744173048,0.008230453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.009895385,0.299282639,6.408630867,3.370558693,7.38458433,11.93861058,0.0,0.0,0.0,0,0.465229698,0.633973846,0.962956064,1.056242532,-0.079824068,-0.022860939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.086120938,0.0,0.0,0.0,0.0,33.11693605,0.0,0,2,-4.0730617
*OCCCCOC(=O)CCCCC(*)=O,*OCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-1.29875026,100.0,12.0,-46.0,S_1,2.744173048,0.008230453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.009895385,0.299282639,6.408630867,3.370558693,7.38458433,11.93861058,0.0,0.0,0.0,0,0.465229698,0.633973846,0.962956064,1.056242532,-0.079824068,-0.022860939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.086120938,0.0,0.0,0.0,0.0,33.11693605,0.0,0,2,-3.668629327
*OCCCCOC(=O)CCCCC(*)=O,*OCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-0.974239168,100.0,12.0,-42.0,S_1,2.744173048,0.008230453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.009895385,0.299282639,6.408630867,3.370558693,7.38458433,11.93861058,0.0,0.0,0.0,0,0.465229698,0.633973846,0.962956064,1.056242532,-0.079824068,-0.022860939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.086120938,0.0,0.0,0.0,0.0,33.11693605,0.0,0,2,-3.42999049
*OCCCCOC(=O)CCCCC(*)=O,*OCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-0.62205665,100.0,12.0,-32.0,S_1,2.744173048,0.008230453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.009895385,0.299282639,6.408630867,3.370558693,7.38458433,11.93861058,0.0,0.0,0.0,0,0.465229698,0.633973846,0.962956064,1.056242532,-0.079824068,-0.022860939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.086120938,0.0,0.0,0.0,0.0,33.11693605,0.0,0,2,-3.69654523
*OCCCCCCOC(=O)CCCCC(*)=O,*OCCCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-1.473234188,100.0,3.8,-54.0,S_1,3.097819371,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.344549445,0.281468199,7.025899173,3.722064659,8.624693227,11.93861058,0.0,0.0,0.0,0,0.450743321,0.643115463,0.943711567,0.943295492,-0.052342268,-0.004637908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.090222227,0.0,0.0,0.0,0.0,23.62525113,0.0,0,2,-4.193455555
*OCCCCCCOC(=O)CCCCC(*)=O,*OCCCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-1.242337309,100.0,3.8,-49.0,S_1,3.097819371,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.344549445,0.281468199,7.025899173,3.722064659,8.624693227,11.93861058,0.0,0.0,0.0,0,0.450743321,0.643115463,0.943711567,0.943295492,-0.052342268,-0.004637908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.090222227,0.0,0.0,0.0,0.0,23.62525113,0.0,0,2,-3.762938561
*OCCCCCCOC(=O)CCCCC(*)=O,*OCCCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-0.917826217,100.0,3.8,-42.0,S_1,3.097819371,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.344549445,0.281468199,7.025899173,3.722064659,8.624693227,11.93861058,0.0,0.0,0.0,0,0.450743321,0.643115463,0.943711567,0.943295492,-0.052342268,-0.004637908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.090222227,0.0,0.0,0.0,0.0,23.62525113,0.0,0,2,-3.462945651
*OCCCCCCOC(=O)CCCCC(*)=O,*OCCCCCCOC(=O)CCCCC(*)=O,[O-]Cl(=O)(=O)=O,-0.565643699,100.0,3.8,-37.0,S_1,3.097819371,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.344549445,0.281468199,7.025899173,3.722064659,8.624693227,11.93861058,0.0,0.0,0.0,0,0.450743321,0.643115463,0.943711567,0.943295492,-0.052342268,-0.004637908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.090222227,0.0,0.0,0.0,0.0,23.62525113,0.0,0,2,-3.502306134
*CCCCCC(=O)O*,*CCCCCC(=O)O*,[O-]Cl(=O)(=O)=O,-1.46944907,100.0,65.0,-55.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.679727116,0.923548675,0.832607538,-0.036910864,-0.074857967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.22e-93,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-4.607458953
*CCCCCC(=O)O*,*CCCCCC(=O)O*,[O-]Cl(=O)(=O)=O,-1.238552191,100.0,65.0,-50.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.679727116,0.923548675,0.832607538,-0.036910864,-0.074857967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.22e-93,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-3.954548137
*CCCCCC(=O)O*,*CCCCCC(=O)O*,[O-]Cl(=O)(=O)=O,-0.914041099,100.0,65.0,-46.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.679727116,0.923548675,0.832607538,-0.036910864,-0.074857967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.22e-93,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-3.570107735
*CCCCCC(=O)O*,*CCCCCC(=O)O*,[O-]Cl(=O)(=O)=O,-0.561858581,100.0,65.0,-28.0,S_1,2.2509775,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.422437904,3.79e-41,5.38e-39,5.969305288,0.0,0.0,0.0,0,0.520098668,0.679727116,0.923548675,0.832607538,-0.036910864,-0.074857967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.22e-93,0.0,0.0,0.0,0.0,0.0,0.0,0,2,-3.926513004
CC(CO*)OC(=O)CCCC(*)=O,CC(CO*)OC(=O)CCCC(*)=O,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,-2.0,100.0,8.8,-25.0,S_1,2.357806496,0.008230453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.134836135,6.88e-53,3.106449921,1.107706224,2.213295732,11.93861058,0.0,0.0,0.0,0,0.580732128,0.621785024,1.030566224,1.050608743,-0.155506071,-0.026218166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.323396648,0.0,0.0,0.0,0.0,15.8515874,0.0,0,2,-5.588780008
